"pub","va","sema","na","stda","vi","semi","ni","stdi","ka","ki","sequence","sequence_full","cell","cell_full","beta1","tmin","tmax","trtype","trmin","trmax","ljp_corrected","ljp","rpmin","rpmax","rsmin","rsmax","rscmin","rscmax","waitmin","waitmax","imin","imax","vpeak","ipeak","irep","t_cycle","pah","palo","pad","pahi","pih","pilo","pid","pihi","pit","boltz_ag","boltz_ii","na_e","na_e2","ca_e","tea_e","nmdg_e","choline_e","ph_e","mix_e","bath","na_i","ca_i","mg_i","atp_i","egta_i","bapta_i","ca_ib","tea_i","ph_i","mix_i","pipette","equipment","notes"
"Liu 2002",0,0,0,0,-73.33,3.1,4,6.2,"None",-7.33,"astar","hH1","HEK","HEK293","yes",22,22,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-3000,"None","None","None","None","None",-100,"None","None","None",-10,"None","yes",130,30,2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.4,"CsOH","Asp 50, CsCl 60, Na2-ATP 5, EGTA 11, HEPES 10, CaCl2 1, MgCl2 1","Axopatch 200B","Construct in cited paper"
"Liu 2003a",-50.41,1.32,11,4.3779447233,-76.4,1.2,16,4.8,5.6,-8.4,"None",,"HEK","HEK293","no",21,25,"transient","None","None","no","None","None","None","None","None",90,90,"None","None","None","None",-30,"None",-4000,"None",-130,-100,5,60,-130,-130,5,-10,-20,"yes","yes",140,"None",1,0,0,0,7.3,"None","140 NaCl, 3 KCl, 1 MgCl2, 1 CaCl2, 20 HEPES",10,0,0,0,1,0,0,0,7.3,"None","140 CsF, 1 EGTA, 10 NaCl, 10 HEPES","Axopatch 200B",
"Liu 2005",0,0,0,0,-97,1.4,9,4.2,"None",-7.84,"b","NM_000335","CHO","CHO","no","None","None","transient","None","None","None","None",2,2,"None","None","None","None","None","None","None","None","None","None",-3500,"None","None",-100,10,50,-120,-160,10,-40,-20,"yes","yes",145,"None",1.8,0,0,0,7.4,"NaOH","NaCl 145, KCl 4.0, MgCl2 1.0, CaCl2 1.8, glucose 10, HEPES 10",10,0,0,0,10,0,0,0,7.4,"None","NaF 10, CsF 110, CsCl 20, EGTA 10, HEPES 10","Axopatch 200A",
"Lupoglazoff 2001",-47.23,1.8,19,7.8460180984,-92.47,1.1,11,3.6482872694,6.6,-5.4,"astar","hH1","HEK","tsA201","yes",22,23,"transient","None","None","None",-7,"None",0.8,"None","None",80,"None",5,"None","None","None","None","None",-5000,"None",-140,"None","None","None",-140,"None","None","None","None","yes","yes",150,"None",1.5,0,0,0,7.4,"None","NaCl 150, KCl 2, CaCl2 1.5, MgCl2 1, glucose 10, Na-HEPES 10",35,0,0,0,10,0,0,0,7.4,"None","NaCl 35, CsF 105, EGTA 10, Cs-HEPES 10","Axopatch 200, pClamp 5.5",
"Makita 2002",-47.2,1.1,13,3.966106403,-91,1.3,13,4.6872166581,6.08,-6.93,"astar","hH1","HEK","tsA201","yes","None","None","transient",24,72,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-10000,"None",-120,-90,10,20,-120,-170,10,-30,-20,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,"Probably room temperature, mention one exp. at higher temp of 34"
"Makita 2005",-48.1,0.9,19,3.9230090492,-86.6,0.9,17,3.7107950631,5.8,-7.22,"None",,"HEK","tsA201","yes",20,22,"transient",24,72,"None","None",0.8,1.5,"None","None",75,85,"None","None","None","None","None","None",-5000,"None",-120,-90,10,0,-120,-150,10,-30,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, Digidata 1322A, pClamp 8",
"Makita 2008",-49.7,1.1,32,6.2225396744,-86.8,1.1,25,5.5,6.08,-6.93,"None",,"HEK","tsA201","yes",20,22,"transient",24,72,"None","None",0.8,1.5,"None","None",80,80,"None","None","None","None",-30,"None",-10000,10,-120,-90,10,20,-120,-150,10,-30,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, Digidata 1322A, pClamp 8",
"Makiyama 2008",-43.61,0.79,23,3.7887069034,-78.08,0.94,22,4.4089908142,6.53,-7.13,"astar","hH1","HEK","HEK293","yes",22,23,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-6000,"None",-120,-90,10,20,-120,-170,10,-30,-20,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,"Construct cited in paper"
"Marangoni 2011",-44,2,16,8,-92,2,13,7.2111025509,6.5,-7.6,"None",,"HEK","TSA201","yes",26,26,"transient",48,48,"None","None",0.8,1.4,"None","None",85,95,"None","None",1000,"None","None","None",-12000,"None",-120,-90,10,60,-120,-150,10,-30,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 glucose",10,0,0,0,2,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 2 EGTA, 10 HEPES","Multiclamp 700A, Digidata 1200, pClamp 8","Say “no spurious mutations” but don't mention 1077"
"Medeiros-Domingo 2007",-43.78,1.28,5,2.8621670112,-78.77,1.11,10,3.5101282028,3.12,-4.72,"None",,"HEK","HEK","no","None","None","stable","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-5000,"None",-140,-120,10,20,-140,-150,10,0,0,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,"Axopatch 200B, pClamp 8",
"Medeiros-Domingo 2009",-38.6,0.9,15,3.4856850116,-76,1.2,19,5.2306787322,4,"None","b","AY148488","HEK","HEK-293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None",-4000,"None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.2",
"Mohler 2004",-41.8,1,7,2.6457513111,-68.9,0.3,15,1.1618950039,6.4,-5.6,"astar","hH1","HEK","HEK293","yes",22,22,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None",-30,"None","None","None",-100,-95,5,60,-100,"None","None","None","None","yes","None","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,"Axopatch 200B, pClamp 8",
"Mok 2003",-47.2,2.8,4,5.6,-91.1,0.4,3,0.692820323,"None","None","None",,"HEK","TsA201","yes","None","None","transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-4000,"None",-120,-80,10,60,-120,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,
"Moreau 2013",-47.9,1.2,13,4.3266615306,-92,1.3,13,4.6872166581,5.6,-4.4,"astar","hH1","HEK","tsA201","yes",22,23,"transient",48,72,"None","None","None",1,"None","None",80,"None","None","None","None","None",-35,"None",-12000,"None",-140,-100,5,80,-140,-140,10,-10,-30,"yes","yes",150,"None",1.5,0,0,0,7.4,"NaOH","150 NaCl, 2 KCl, 1.5 CaCl2 , 1 MgCl2 , 10 glucose, 10 Na-HEPES",35,0,0,0,10,0,0,0,7.4,"CsOH","35 NaCl, 105 CsF, 10 EGTA, 10 Cs-HEPES","Axopatch 200, Digidata 1300, pClamp 10",
"Murphy 2012",-50.9,2.3,20,10.2859126965,-102,2,10,6.3245553203,5.7,-9,"astar","M77235","HEK","tsA201","no","None","None","transient","None","None","yes","None",1,1.5,"None","None",90,90,"None","None","None","None",-20,"None",-4000,"None",-120,-80,10,20,-120,-180,10,-30,-20,"yes","yes",140,"None",1.8,0,0,0,7.35,"NaOH","140 NaCl, 4KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 glucose",10,0,0,0,2,0,0,0,7.35,"CsOH","10 NaF, 105 CsF, 20CsCl, 2 EGTA, 10 HEPES, 10 glucose","Axopatch 200B, pClamp 10.2","Room temperature"
"Nakajima 2015",-38.7,0.8,15,3.098386677,-85.9,0.6,17,2.4738633754,6.4,-4.8,"b","NM_000335","HEK","tsA201","yes",23,25,"transient",24,36,"None","None",1.1,2,"None","None","None","None",5,"None",800,10000,-20,"None",-3000,"None",-120,-90,10,60,-120,-160,10,-40,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 5 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, Digidata 1440A, pClamp 10.3",
"Nguyen 2008",-47.8,0.5,10,1.5811388301,-89.4,0.8,10,2.5298221281,"None","None","astar","hH1","HEK","tsA201","yes",22,22,"transient",48,72,"yes","None",1,1.7,"None",3,"None","None","None","None","None","None",-30,"None",-10000,"None",-120,-90,5,10,-120,-160,10,-30,-10,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl2, 1 MgCl2, 10 HEPES, 10 Glucose",10,0,0,0,5,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 5 EGTA, 10 HEPES","Axopatch 200, pClamp 9.2",
"Olesen 2012",-27.9,1.3,22,6.0975404878,-85.6,0.9,25,4.5,6.6,-5.5,"None",,"HEK","HEK293","no",20,22,"transient",48,72,"None","None","None","None","None","None","None","None","None","None","None","None",-15,"None",-6500,"None",-120,-70,5,50,-80,-150,5,-20,-10,"yes","yes",130,"None",2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, MgCl2 1.2, CsCl 5, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Cs-Asp 70, EGTA 11, MgCl2 1, CaCl2 1, HEPES 10, Na2-ATP 5",,"Don't mention b1 explicitly"
"Otagiri 2008",-44.4,0.7,37,4.2579337712,-88.3,0.8,37,4.8662100242,6.2,-7.5,"None",,"HEK","tsA-201","yes","None","None","transient",24,72,"None","None","None","None","None","None","None","None","None","None","None","None","None","None",-10000,"None",-120,-90,10,50,-120,-150,10,-30,-20,"yes","yes","None","None","None","None","None","None","None","None",,"None","None","None","None","None","None","None","None","None","None",,,
"Pfahnl 2007",-50,0.4,15,1.5491933385,-98,2.2,15,8.5205633617,4.6,-8.7,"bstar","hH1a","HEK","HEK","no",25,25,"transient","None","None","None","None",1,2.5,"None","None","None","None","None","None",100,"None","None","None",-6000,"None",-100,-50,10,30,-100,"None","None","None","None","None","None",30,"None",2,0,100,0,7.4,"NaOH","Na 30, NMDG 100, CsCl 5, CaCl2 2, MgCl2 1.2, HEPES 10, glucose 5",10,0,0,5,11,0,0,0,7.2,"CsOH","CsCl 60, Cs-Asp 80, EGTA 11, HEPES 10, Na2ATP 5","Axopatch 200B, Digidata 1230A, pClamp","Don't mention b1 explicitly"
"Rivolta 2001",-23.3,1,5,2.2360679775,-62.8,0.9,12,3.1176914536,7.1,-5.9,"None",,"HEK","HEK293","yes",22,22,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None",-10,"None","None","None","None","None","None","None","None","None","None","None","None","yes","None",130,30,2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.4,"CsOH","Asp 50, CsCl 60, Na2-ATP 5, EGTA 11, HEPES 10, CaCl2 1, MgCl2 1","Axopatch 200B",
"Rossenbacker 2004",-24.1,0.4,5,0.894427191,-70.9,0.7,4,1.4,4.2,-5.1,"None",,"HEK","HEK293","yes",22,22,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None",-10,"None","None","None","None","None","None","None","None","None","None","None","None","yes","yes",130,30,2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,0,0,5,11,0,0,0,7.4,"CsOH","Asp 50, CsCl 60, Na2-ATP 5, EGTA 11, HEPES 10, glucose 5","Axopatch 200B",
"Ruan 2007",-23.2,0.86,5,1.9230184606,-62.5,0.68,10,2.1503488089,5.7,-5.6,"None",,"HEK","HEK293","yes","None","None","transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-5000,"None",-100,-80,5,30,-100,"None","None","None","None","yes","yes",130,30,2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.4,"CsOH","Asp 50, CsCl 60, Na2-ATP 5, EGTA 11, HEPES 10, CaCl2 1, MgCl2 1","Axopatch 200B","Room temperature"
"Ruan 2010",-23.08,0.59,9,1.77,-67.69,0.87,12,3.0137684052,6.16,-5.37,"None",,"HEK","HEK293","yes","None","None","transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-10,"None",-3500,"None",-100,-80,10,30,-100,-120,10,30,-10,"yes","yes",130,30,2,0,0,0,7.4,"CsOH","NaCl 130, CaCl2 2, CsCl 5, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.4,"CsOH","Asp 50, CsCl 60, Na2-ATP 5, EGTA 11, HEPES 10, CaCl2 1, MgCl2 1","Axopatch 200B","Room temperature"
"Saber 2015",-24,2,6,4.8989794856,-66,2,6,4.8989794856,6,-6.1,"None",,"HEK","HEK293","yes",23,25,"transient",24,24,"None","None",1.3,2.5,"None","None","None","None","None","None","None","None",-10,"None",-1500,"None",-100,-80,5,50,-100,-120,10,-10,-10,"None","None",50,"None",2,0,80,0,7.4,"CsOH","NaCl 50, NMDG-Cl 80, CsCl 5, MgCl2 1.2, CaCl2 2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Asp 50, CaCl2 1, MgCl2 1, HEPES 10, EGTA 11, Na2ATP 5","Axopatch 200B, pClamp 10",
"Samani 2009",-36,1.9,7,5.026927491,-89.9,1.8,9,5.4,7.9,-5.7,"b","Isoform b","HEK","HEK293","yes",22,22,"transient",48,72,"None","None","None","None","None","None","None","None","None","None","None","None",-30,"None",-4500,"None",-140,-100,10,0,-140,-100,10,0,-10,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1 MgCl2, 1.8 CaCl2, 10 HEPES, 10 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B, pClamp 9",
"Sarhan 2009",0,0,0,0,-109.4,0.7,7,1.8520259177,"None",-8.8,"a","NM_198056","HEK","tsA201","no","None","None","transient","None","None","yes","None",1,1.5,"None","None","None","None",10,15,"None","None","None","None","None","None","None","None","None","None",-140,-150,5,-50,-20,"None","yes",150,"None",1.5,0,0,0,7.4,"None","150 NaCl, 2 KCl, 1.5 CaCl2, 1 MgCl2, 10 HEPES",10,0,0,0,0,20,0,0,7.35,"None","10 NaF, 100 CsF, 20 CsCl2, 20 BAPTA, 10 HEPES","?","Room temperature"
"Shinlapawittayatorn 2011a",0,0,0,0,-91.9,1.7,7,4.4977772288,"None","None","a","NM_198056","HEK","HEK293","no",22,23,"transient","None","None","None","None","None",2,"None","None",80,"None","None","None","None","None",-20,"None",-300,"None","None","None","None","None",-120,-140,5,-65,-30,"None","None",140,"None",2,0,0,0,7.4,"None","NaCl 140, KCl 5, MgCl2 1, CaCl2 2, HEPES 10, glucose 10",35,0,0,0,10,0,0,0,7.4,"None","NaCl 35, CsF 105, EGTA 10, Cs-HEPES 10","Axopatch 200A, pClamp 9.02","Don't mention b1 explicitly"
"Shinlapawittayatorn 2011b",0,0,0,0,-91.2,0.8,12,2.7712812921,"None","None","a","NM_198056","HEK","HEK293","no",22,23,"transient",24,48,"None","None","None","None","None","None",80,"None","None","None","None","None","?","None",-600,"None","None",-80,10,60,-120,-140,5,-65,-30,"None","yes",140,"None",2,0,0,0,7.4,"None","NaCl 140, KCl 5, MgCl2 1, CaCl2 2, HEPES 10, glucose 10",35,0,0,0,10,0,0,0,7.4,"None","NaCl 35, CsF 105, EGTA 10, Cs-HEPES 10","Axopatch 200A, pClamp 9.02","Don't mention b1 explicitly"
"Shirai 2002",-49.9,0.9,7,2.38117618,-94.9,2.6,6,6.3686733312,5.8,-7.5,"astar","hH1","HEK","tsA-201","no","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-30,"None",-8000,"None",-150,-90,10,90,-150,-170,10,-30,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1.8 CaCl 2, 1.0 MgCl 2, 10 Hepes, 10 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 Hepes","pClamp 6","Room temperature"
"Shuraih 2007",-43.4,0.3,7,0.7937253933,-90.7,0.1,7,0.2645751311,7.6,-6.6,"b","Isoform b","HEK","HEK293","yes",22,22,"transient",48,72,"None",8.1,2,3,"None","None",60,70,10,15,"None","None",-25,"None",-2000,"None",-140,-100,5,90,-140,-130,5,-30,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","145 NaCl, 4 KCl, 1 MgCl2, 1.8 CaCl 2 , 10 HPES, 10 glucose",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaF, 110 CsF, 20 CsCl, 10 EGTA, 10 HEPES","pClamp 9","Mention LJP but not if corrected"
"Shy 2014",-29.6,1.3,8,3.6769552622,-76.9,2.2,10,6.9570108524,6.4,-6.6,"None",,"HEK","HEK293","no","None","None","transient",48,48,"None","None",1.5,2.5,"None","None","None","None","None","None","None","None",-15,"None",-450,"None",-100,-90,5,50,-100,"None","None","None",-20,"yes","yes",50,"None",1.8,0,80,0,7.4,"NMDGOH","NaCl 50, NMDG-Cl 80, CaCl2 1.8, MgCl2 1.2, CsCl 5, HEPES 10, glucose 5",0,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Cs-Asp 70, CaCl2 1, MgCl2 1, HEPES 10, EGTA 11, Na2ATP 5","Alembic VE-2, pClamp 8","Room temperature"
"Smits 2005a",-42.6,1.4,9,4.2,-89.4,1.2,9,3.6,6.7,-4.9,"astar","pSP64T-hH1","HEK","tsA201","yes",21,21,"transient",24,48,"None","None","None","None","None","None",80,80,"None","None","None","None",-30,"None",-7000,5,-120,-100,10,20,-120,-130,10,-40,-20,"yes","yes",147.1,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4.7, CaCl2 1.8, MgCl2 2, NaHCO3 4.3, Na2HPO4 1.4, glucose 11, HEPES 16.8",10,0,2,0,10,0,0,0,7.3,"NaOH","CsF 100, CsCl 40, EGTA 10, NaCl 10, MgCl2 2, HEPES 10","Axopatch 200B, Digidata 1200, pClamp 8.0.1",
"Smits 2005b",-43.7,3,9,9,-98.8,2.1,13,7.5716576785,6.7,-5,"astar","hH1","HEK","HEK293","yes",21,21,"transient",24,48,"None","None",2,3,"None","None",80,80,"None","None","None","None",-25,"None",-3000,"None",-120,-105,5,15,-120,-155,5,-35,-20,"yes","yes",147.1,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4.7, CaCl2 1.8, MgCl2 2, NaHCO3 4.3, Na2HPO4 1.4, glucose 11, HEPES 16.8",10,0,2,0,10,0,0,0,7.3,"NaOH","CsF 100, CsCl 40, EGTA 10, NaCl 10, MgCl2 2, HEPES 10","Axopatch 200B",
"Sottas 2013",-29.8,0.6,11,1.9899748742,-72.2,0.5,11,1.6583123952,5.33,-5.87,"None",,"HEK","HEK293","yes",20,22,"transient",18,18,"no","None",1.3,2.7,"None","None","None","None",5,"None","None","None",-15,"None","None","None",-100,-80,5,75,-100,-130,10,-10,-20,"yes","yes",50,"None",2,0,80,0,7.4,"CsOH","NaCl 50, NMDG-Cl 80, CsCl 5, CaCl2 2, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Aspd 50, CaCl2 1, MgCl2 1, HEPES 10, EGTA 11, Na2 ATP 5","Axopatch 200B or Alembic VE-2, pClamp 8","Probably isoform a"
"Splawski 2002",-26.6,1.3,8,3.6769552622,0,0,0,0,"None","None","None",,"HEK","HEK293","yes",22,22,"transient",48,48,"None","None","None","None","None","None","None","None","None","None","None","None",-20,"None","None",2,-100,-70,10,10,"None",-110,10,0,-10,"None","None",130,30,2,0,0,0,7.4,"None","NaCl 130, CsCl 5, CaCl2 2, MgCl2 1.2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Cs-Asp 80, EGTA 11, MgCl2 1, CaCl2 1, HEPES 10, Na2-ATP 5","Axopatch 200B, pClamp 8",
"Surber 2008",-42.2,0.9,14,3.3674916481,-79.4,1.4,6,3.4292856399,4.7,-5.4,"astar","pSP64T-hH1","HEK","HEK293","no","None","None","transient",24,48,"None","None",1.7,3.1,"None","None",75,"None","None","None","None","None","None","None","None",1,-120,-120,5,40,-120,-120,10,-30,-20,"yes","yes",140,"None",0.1,0,0,0,7.35,"CsOH","140 NaCl, 0.1 CaCl2, 1 MgCl2, 10 glucose, 10 HEPES",10,0,0,0,10,0,0,0,7.35,"CsOH","10 NaCl, 130 CsCl, 10 EGTA, 10 HEPES","Axopatch 200B","Room temperature"
"Swan 2014",-28,1.2,8,3.3941125497,-75.8,2,6,4.8989794856,6.7,-6.3,"b","pCDN3.1-Nav1.5","HEK","HEK293","yes",23,25,"transient",24,24,"None","None",1.5,3,"None","None",60,80,"None","None","None","None","None","None",-4500,"None",-100,-75,5,15,-100,-130,10,-10,-20,"None","None",50,"None",2,0,80,0,7.4,"CsOH","NaCl 50, NMDG-Cl 80, CsCl 5, MgCl2 1.2, CaCl2 2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Asp 50, CaCl2 1, MgCl2 1, HEPES 10, EGTA 11, Na2ATP 5","Axopatch 200B, pClamp 10","Room temperature"
"Swan 2014",-28.2,0.7,6,1.7146428199,-79.4,2.3,6,5.6338264084,6.9,-6.1,"b","pCDN3.1-Nav1.5","HEK","HEK293","yes",23,25,"transient",24,24,"None","None",1.5,3,"None","None",60,80,"None","None","None","None","None","None",-4500,"None","None","None","None","None","None","None","None","None","None","None","None",50,"None",2,0,80,0,7.4,"CsOH","NaCl 50, NMDG-Cl 80, CsCl 5, MgCl2 1.2, CaCl2 2, HEPES 10, glucose 5",10,1,1,5,11,0,0.000015,0,7.2,"CsOH","CsCl 60, Asp 50, CaCl2 1, MgCl2 1, HEPES 10, EGTA 11, Na2ATP 5","Axopatch 200B, pClamp 10","Room temperature"
"Tan 2001",-48.6,1.2,7,3.1749015733,-92,1.7,7,4.4977772288,6.1,-5.4,"None",,"HEK","tsA201","yes",22,22,"transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-140,-80,10,0,-140,-120,10,-60,-20,"yes","yes",145,"None",1.8,0,0,0,7.35,"NaOH","NaCl 145, KCl 4, CaCl2 1.8, MgCl2 1, HEPES-NaOH",10,0,0,0,10,0,0,0,7.35,"CsOH","NaF 10, CsF 110, CsCl 20, EGTA 10, HEPES 10","?",
"Tan 2002",-40.3,0.8,13,2.8844410204,-93.5,1.2,13,4.3266615306,"None",-6.6,"astar","hH1","HEK","tsA201","no",22,22,"transient","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None",-140,-120,10,-70,-20,"None","yes",145,"None",1.8,0,0,0,7.35,"NaOH","NaCl 145, KCl 4, CaCl2 1.8, MgCl2 1, HEPES 10",10,0,0,0,10,0,0,0,7.3,"CsOH","NaF 10, CsF 110, CsCl 20, EGTA 10, HEPES 10","?",
"Tan 2005",-39,2,6,4.8989794856,-75,2,8,5.6568542495,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-38,2,6,4.8989794856,-75,2,9,6,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-42,1.3,5,2.9068883707,-81,1.4,9,4.2,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-41,1.2,8,3.3941125497,-79,1.6,11,5.3065996646,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-42,0.9,8,2.5455844123,-79,1.4,9,4.2,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
"Tan 2005",-40,3.9,6,9.5530099969,-78,3.5,5,7.8262379212,"None","None","b","isoform b","HEK","HEK293","no",22,24,"transient","None","None","None","None",1,2,"None","None","None","None","None","None","None","None",-20,"None","None","None",-140,-120,10,60,-140,-150,10,0,0,"yes","yes",140,"None",1.8,0,0,0,7.4,"NaOH","NaCl 140, KCl 4, CaCl2 1.8, MgCl2 0.75, HEPES 5",0,0,0,0,2,0,0,0,7.4,"CsOH","CsF 120, CsCl 20, EGTA 2, HEPES 5","pClamp 8.0.1",
